"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"CISY_HUMAN"	"HUMAN"	179840	160658	252093.666666667	147500.5	147015.5	144177.5
"CKAP4_HUMAN"	"HUMAN"	222924	225360.666666667	233547.333333333	297499	246103.333333333	280123
"CKAP5_HUMAN"	"HUMAN"	19594	18453.3333333333	20196.6666666667	25691.6666666667	15036	21519
"CLH1_HUMAN"	"HUMAN"	655193.666666667	636521.333333333	584631.333333333	381156.333333333	368103.333333333	403728
"CLIC1_HUMAN"	"HUMAN"	275135	275078	223315.333333333	223982.5	206048.5	170607.666666667
"CLIP1_HUMAN"	"HUMAN"	69758	52530	NA	NA	NA	NA
"CLPB_ECOLI"	"ECOLI"	113207.333333333	119544.333333333	104249.666666667	940353.666666667	862442.333333333	898740
"CLPX_ECOLI"	"ECOLI"	NA	NA	NA	52106.5	42890.5	57894.5
"CLUS_HUMAN"	"HUMAN"	9702.5	108293.666666667	NA	NA	NA	NA
"CMBL_HUMAN"	"HUMAN"	NA	25044.5	NA	15353.5	NA	19518
"CMC2_HUMAN"	"HUMAN"	138490	135479.666666667	107007.333333333	149675	151098.5	150059.5
"CMYA5_HUMAN"	"HUMAN"	8519.5	NA	9112.5	NA	12310.5	NA
"CN166_HUMAN"	"HUMAN"	92016.3333333333	95843.6666666667	95271	82752	75214.6666666667	72396.6666666667
"CN37_HUMAN"	"HUMAN"	110658	110710	83373.5	69686	61144	57084.6666666667
"CNBP_HUMAN"	"HUMAN"	210607.333333333	209301.333333333	198091.333333333	60131.6666666667	NA	17047
"CND1_HUMAN"	"HUMAN"	29039	29069.6666666667	40640	NA	32388	29811
"CNN2_HUMAN"	"HUMAN"	NA	NA	12869.5	13352	9299	9718
"CNOT1_HUMAN"	"HUMAN"	26110.6666666667	36100.6666666667	30207.3333333333	16317.6666666667	15647	7557
"CNTRL_HUMAN"	"HUMAN"	NA	NA	NA	NA	79843	82302
"CO5A1_HUMAN"	"HUMAN"	35397	28982	34859	29924.5	26816	23714
"CO6A6_HUMAN"	"HUMAN"	59271.5	65829	NA	NA	NA	NA
"CO7A1_HUMAN"	"HUMAN"	176354.666666667	186887.333333333	304299	244854.333333333	200450	208841.333333333
"COF1_HUMAN"	"HUMAN"	70937	83391.5	139364.666666667	NA	91137	NA
"COF2_HUMAN"	"HUMAN"	67254	56888	51296	NA	58908.5	NA
"COMT_HUMAN"	"HUMAN"	NA	NA	NA	54474.5	50332.5	54679.5
"COPA_HUMAN"	"HUMAN"	73868	76421	82170.6666666667	61315.3333333333	56561.6666666667	56567
"COPB2_HUMAN"	"HUMAN"	81333.6666666667	78902	76975.3333333333	63173	71827.6666666667	66394
"COPD_HUMAN"	"HUMAN"	NA	NA	NA	NA	45921.5	46800
"COPE_HUMAN"	"HUMAN"	123268	139071	111975	136298.666666667	112475.333333333	128118.666666667
"COPG1_HUMAN"	"HUMAN"	90272.6666666667	96119.6666666667	99696.3333333333	158406.666666667	148167.666666667	149531.666666667
"COTL1_HUMAN"	"HUMAN"	NA	NA	140607.5	135083	138613.5	NA
"COX41_HUMAN"	"HUMAN"	184398.666666667	169044	195185	153300	NA	NA
"COX5A_HUMAN"	"HUMAN"	103117	120726.5	120708.5	NA	NA	NA
"CPDB_ECOLI"	"ECOLI"	NA	NA	NA	17797.5	19683	NA
"CPNE1_HUMAN"	"HUMAN"	239318	198553.666666667	215589.333333333	175895.333333333	159242.666666667	183337.333333333
"CPNS1_HUMAN"	"HUMAN"	140220.333333333	158469.333333333	106998.666666667	197565.666666667	178185.666666667	188367
"CPSF7_HUMAN"	"HUMAN"	27903.5	53552	38118	44777	NA	NA
"CPSM_HUMAN"	"HUMAN"	907298.666666667	955794	882956.333333333	768935	775998	848549.333333333
"CPT1A_HUMAN"	"HUMAN"	NA	48725	67785	61143.3333333333	56718	63685.5
"CPXR_ECOLI"	"ECOLI"	NA	NA	NA	NA	131734	83930.3333333333
"CRIP2_HUMAN"	"HUMAN"	54826	NA	NA	50303.6666666667	48235.3333333333	43671.3333333333
"CRP_ECOLI"	"ECOLI"	NA	16419.5	NA	NA	207576.5	183719.5
"CRTAP_HUMAN"	"HUMAN"	141831.666666667	131413	165975	NA	128111.5	183296
"CSDE1_HUMAN"	"HUMAN"	78574	NA	58974	81132.3333333333	66626	90174.3333333333
"CSK21_HUMAN"	"HUMAN"	82407.5	81575.5	101379	NA	NA	NA
"CSN2_HUMAN"	"HUMAN"	42408.5	44834	33934.5	NA	NA	NA
"CSN3_HUMAN"	"HUMAN"	61243.6666666667	64085	62878.6666666667	30816.5	26209	26446
"CSN4_HUMAN"	"HUMAN"	90227.3333333333	85547.6666666667	46469.6666666667	44968	39500.5	43557.3333333333
"CSPP1_HUMAN"	"HUMAN"	39670	33682.5	NA	40688	26222.3333333333	45176.5
"CSRP1_HUMAN"	"HUMAN"	253603.333333333	266436.333333333	179288.666666667	329130.666666667	375582.666666667	316686.333333333
"CSRP2_HUMAN"	"HUMAN"	147024	146999.333333333	133453.5	153962	168677.5	120650.666666667
"CTNA1_HUMAN"	"HUMAN"	41393	49371.5	NA	40804.5	29666.3333333333	45362
"CUL4A_HUMAN"	"HUMAN"	204534.666666667	202349.333333333	208383.333333333	217706	239385.666666667	222150.333333333
"CUL4B_HUMAN"	"HUMAN"	10915	13444.5	NA	NA	NA	NA
"CURA_ECOLI"	"ECOLI"	NA	NA	NA	84914	92315.6666666667	97974
"CUX1_HUMAN"	"HUMAN"	NA	18456	NA	17821.5	12907.5	14589
"CYBP_HUMAN"	"HUMAN"	111028	125448.5	176483.333333333	147155.5	124286	166139.5
"CYDA_ECOLI"	"ECOLI"	65459	73687.3333333333	58654.6666666667	527839	682346.333333333	684013.333333333
"CYFP1_HUMAN"	"HUMAN"	NA	NA	NA	12612.5	NA	11731
"CYSK_ECOLI"	"ECOLI"	NA	NA	NA	195794	192122.333333333	186857.666666667
"D3UEC7_YEAS8"	"YEAST"	688730.333333333	696112.333333333	374869	104278.5	123065.5	82761.3333333333
"D3UED5_YEAS8"	"YEAST"	179888	192042.666666667	176412.333333333	NA	NA	NA
"D3UEG8_YEAS8"	"YEAST"	111547	134572	131987	65311.5	69986.5	72076.5
"D3UEH2_YEAS8"	"YEAST"	28259	32893	NA	7646.5	8786.5	6698.33333333333
"D3UEH3_YEAS8"	"YEAST"	33860	45164	NA	NA	NA	NA
"D3UEH4_YEAS8"	"YEAST"	NA	NA	NA	3625.5	4608.66666666667	NA
"D3UEL3_YEAS8"	"YEAST"	234644.666666667	228423	215736.666666667	7292	NA	2632.5
"D3UEL8_YEAS8"	"YEAST"	168709	168039	188134.666666667	NA	NA	NA
"D3UEM1_YEAS8"	"YEAST"	451843.666666667	430342.333333333	412628.333333333	38804.5	38427	32350
"D3UEN0_YEAS8"	"YEAST"	6611.5	4970.66666666667	7082	9168	7482.33333333333	8853.33333333333
"D3UEP3_YEAS8"	"YEAST"	303359.333333333	282308.666666667	305141.333333333	NA	22763	22382.5
"D3UER4_YEAS8"	"YEAST"	27317.5	32574.5	25749	NA	NA	NA
"D3UET2_YEAS8"	"YEAST"	151953	43898.5	115565	4990	36731.6666666667	65054
"D3UEU0_YEAS8"	"YEAST"	373727.333333333	387493.333333333	358948.333333333	31192.3333333333	28185.6666666667	30119
"D3UEW6_YEAS8"	"YEAST"	145716	140042	122282.5	NA	NA	NA
"D3UEY2_YEAS8"	"YEAST"	80980.5	71658.5	68246.5	NA	NA	NA
"D3UEZ6_YEAS8"	"YEAST"	86881	NA	84425.5	NA	NA	NA
"D3UF11_YEAS8"	"YEAST"	100602	95146	NA	NA	NA	NA
"D3UF49_YEAS8"	"YEAST"	119044	119693	107443.5	NA	NA	NA
"D3UF74_YEAS8"	"YEAST"	196979	163267	193050	NA	NA	NA
"D3UF79_YEAS8"	"YEAST"	172568.666666667	180446	165886.333333333	NA	NA	NA
"D3UF94_YEAS8"	"YEAST"	552220.333333333	521704	510227	15801	12220.3333333333	19546
"DACA_ECOLI"	"ECOLI"	NA	NA	NA	49294	47524.5	39218.5
"DADA_ECOLI"	"ECOLI"	NA	NA	NA	192259.5	121407	197963.5
"DAF_HUMAN"	"HUMAN"	333964.666666667	393338	414802	345934.333333333	326388.666666667	313438.666666667
"DAPD_ECOLI"	"ECOLI"	5771.5	5180.5	5228.5	NA	206626.5	NA
"DAZP1_HUMAN"	"HUMAN"	114363	77469.3333333333	77374.3333333333	NA	NA	NA
"DBHB_ECOLI"	"ECOLI"	NA	168213	246915	366821	489609.5	328227.5
"DC1I2_HUMAN"	"HUMAN"	41143.3333333333	57811	56059	NA	50379	19794.5
"DC1L1_HUMAN"	"HUMAN"	23545	23227	60608	NA	NA	NA
"DC1L2_HUMAN"	"HUMAN"	19096.3333333333	19343	21184	47507.6666666667	43815.3333333333	46220.6666666667
"DCP_ECOLI"	"ECOLI"	NA	NA	NA	27050	23162	25019.5
"DCTN1_HUMAN"	"HUMAN"	21478	26708	22939	16666.5	12428.6666666667	16812
"DCTN2_HUMAN"	"HUMAN"	117815.666666667	108546.333333333	100081	NA	NA	NA
"DCUP_HUMAN"	"HUMAN"	NA	NA	NA	102622	104835	108341.5
"DDB1_HUMAN"	"HUMAN"	213742	210945.333333333	184889.666666667	142150.666666667	167920.333333333	163115.333333333
"DDX1_HUMAN"	"HUMAN"	24599	18697	96399.3333333333	25187	19864	25917.3333333333
"DDX17_HUMAN"	"HUMAN"	136313	137312	139409.333333333	127331.666666667	125901	127974.666666667
"DDX18_HUMAN"	"HUMAN"	169672	177195.333333333	154997	126363.666666667	149817.333333333	124864
"DDX21_HUMAN"	"HUMAN"	111960	109373.666666667	87462.3333333333	66852.3333333333	74046.3333333333	73236.6666666667
"DDX3X_HUMAN"	"HUMAN"	376687.666666667	351854.333333333	339173	253866.666666667	297300.333333333	251120.666666667
"DDX46_HUMAN"	"HUMAN"	41876.3333333333	72408.3333333333	48709.5	26894	61560	63296
"DDX5_HUMAN"	"HUMAN"	157112	153863.333333333	140521	180648.666666667	151765	168522.333333333
"DDX6L_HUMAN"	"HUMAN"	5112	5549.66666666667	4836	34340	18058	21104.6666666667
"DECR_HUMAN"	"HUMAN"	107412.5	110043.5	NA	81906	106918	NA
"DEGP_ECOLI"	"ECOLI"	58248.5	44611.3333333333	52794.5	444068.666666667	343868	316677.333333333
"DEK_HUMAN"	"HUMAN"	201492	198986	165978	166287.5	112773.666666667	159934.5
"DEN5A_HUMAN"	"HUMAN"	NA	NA	3751.33333333333	14859.5	NA	15010.5
"DEOB_ECOLI"	"ECOLI"	84174.5	78563	71115	597919.333333333	530858.333333333	541495.333333333
"DEOC_ECOLI"	"ECOLI"	NA	NA	NA	285908.666666667	227036	264882
"DEOD_ECOLI"	"ECOLI"	71219	76040.3333333333	60175.5	568652.333333333	551366	557676.666666667
"DESP_HUMAN"	"HUMAN"	23932	21271	27137	88395.5	72500	70788
"DEST_HUMAN"	"HUMAN"	63091.5	92509	68013.5	72071	62673.5	58432.5
"DFFA_HUMAN"	"HUMAN"	24729	23542	NA	26082.5	23427	30743.5
"DGAL_ECOLI"	"ECOLI"	58254.3333333333	72830.5	78105	321694	354011.666666667	359574
"DHAK_HUMAN"	"HUMAN"	33030	31202.6666666667	25521	34962	33833	29624.6666666667
"DHAS_ECOLI"	"ECOLI"	32569	36533.5	NA	510173	443794	501015
"DHB4_HUMAN"	"HUMAN"	114074.333333333	111732.333333333	119618	69943	57580.6666666667	71266
"DHE3_HUMAN"	"HUMAN"	193623	203841	NA	145744	162885.666666667	161448.666666667
"DHE4_ECOLI"	"ECOLI"	NA	NA	5993.5	84259.6666666667	80904.6666666667	75560
"DHE4_HUMAN"	"HUMAN"	12770	NA	NA	69066.5	52022	63480
"DHPR_HUMAN"	"HUMAN"	48376	56956.5	57560	NA	41147.5	37739.5
"DHSA_ECOLI"	"ECOLI"	8842	NA	NA	208554	226090.333333333	221025.333333333
"DHSA_HUMAN"	"HUMAN"	572176.333333333	537943	616515.333333333	539290.333333333	542692.666666667	448781
"DHX15_HUMAN"	"HUMAN"	205866	182869	133179.333333333	85879.6666666667	178494	143897.5
"DHX57_HUMAN"	"HUMAN"	29465.5	26307	90103	13889	NA	13838
"DHX9_HUMAN"	"HUMAN"	288820	298297.666666667	285814.666666667	361023.333333333	341162.666666667	330206.333333333
"DIAP1_HUMAN"	"HUMAN"	74698	67681.6666666667	50992.6666666667	61013	75794.6666666667	60749.6666666667
"DJB11_HUMAN"	"HUMAN"	65829	64731	41714	62094	66842	63289
"DJC10_HUMAN"	"HUMAN"	46688	43887	44200	NA	NA	NA
"DKC1_HUMAN"	"HUMAN"	148056.333333333	142023.333333333	140257.333333333	115912	114586	108707.666666667
"DKSA_ECOLI"	"ECOLI"	NA	NA	NA	137586	85124.5	89291.5
"DLDH_ECOLI"	"ECOLI"	28366.3333333333	51626	48264.6666666667	671382.333333333	645288.666666667	643983.333333333
"DLDH_HUMAN"	"HUMAN"	241219.666666667	243489.666666667	242767.666666667	234366.333333333	250665.333333333	227545.333333333
"DMXL1_HUMAN"	"HUMAN"	15722	13136.3333333333	18343	12958.6666666667	NA	NA
"DNA2_HUMAN"	"HUMAN"	94112.6666666667	113044	70637.6666666667	NA	87050	NA
"DNAK_ECOLI"	"ECOLI"	652178.666666667	617590.333333333	577238	980840	941022.333333333	1043453.66666667
"DNHD1_HUMAN"	"HUMAN"	28066	33680.6666666667	16077.5	5664.66666666667	21504.6666666667	4960.66666666667
"DNJA1_HUMAN"	"HUMAN"	19499	16425.3333333333	7876.5	55488	NA	NA
"DNJA2_HUMAN"	"HUMAN"	89024	85273.5	91000	84201.6666666667	82599.5	81028.6666666667
"DNJB1_HUMAN"	"HUMAN"	107594	72627	95383.5	77675.3333333333	64060	85799.3333333333
"DNJC3_HUMAN"	"HUMAN"	NA	NA	56256.5	58703	59429	NA
"DNJC7_HUMAN"	"HUMAN"	27656.3333333333	31853	38727	NA	NA	NA
"DNM1L_HUMAN"	"HUMAN"	126168.333333333	122942	82946.3333333333	97992.3333333333	102607.666666667	100536.666666667
"DNPEP_HUMAN"	"HUMAN"	NA	NA	NA	28455	26984.5	NA
"DOC11_HUMAN"	"HUMAN"	NA	NA	18243.5	7754.33333333333	7106.66666666667	7983.66666666667
"DOCK1_HUMAN"	"HUMAN"	NA	4413.5	6598	18653.3333333333	13117.6666666667	21811
"DOCK2_HUMAN"	"HUMAN"	18706	22976.5	28437.5	NA	NA	NA
"DOCK3_HUMAN"	"HUMAN"	NA	19650.6666666667	18986.6666666667	38486.6666666667	45939.6666666667	36605.6666666667
"DOCK8_HUMAN"	"HUMAN"	24748.5	43385.6666666667	75827.5	84027.3333333333	132854	85124.6666666667
"DOPD_HUMAN"	"HUMAN"	174689	NA	NA	183641	166251.333333333	177365.333333333
"DPO1_ECOLI"	"ECOLI"	NA	NA	NA	63247.3333333333	69269.6666666667	68417
"DPOD1_HUMAN"	"HUMAN"	34874.3333333333	37597	37629.6666666667	34289.6666666667	30533.3333333333	64827.6666666667
"DPOLZ_HUMAN"	"HUMAN"	14125.3333333333	11802.6666666667	10415.5	20039.3333333333	18804.6666666667	26192.6666666667
"DPPA_ECOLI"	"ECOLI"	NA	NA	NA	NA	35321.6666666667	34325.3333333333
"DPS_ECOLI"	"ECOLI"	432095.333333333	399545.666666667	461055.666666667	1720416	1838589.66666667	1736584.33333333
"DPYL2_HUMAN"	"HUMAN"	134961	137436.333333333	127357.666666667	108445	108607.666666667	107486.666666667
"DREB_HUMAN"	"HUMAN"	91284	88267.6666666667	98626	100460	117309.5	117010.5
"DRG1_HUMAN"	"HUMAN"	45599	43902.5	44363	40917	41665	47162
"DRG2_HUMAN"	"HUMAN"	NA	NA	NA	17886.5	17360.5	17126
"DSCL1_HUMAN"	"HUMAN"	4399	5751.5	5196.5	NA	NA	NA
"DSG2_HUMAN"	"HUMAN"	66595	64900	65505	56455	49353.3333333333	59478.6666666667
"DSRAD_HUMAN"	"HUMAN"	130732	139026.666666667	134042.333333333	32534.6666666667	69999.6666666667	64945
"DUT_HUMAN"	"HUMAN"	279095.333333333	268706.333333333	288604	NA	NA	NA
"DX39A_HUMAN"	"HUMAN"	NA	NA	NA	9728.5	6708.5	NA
"DYH1_HUMAN"	"HUMAN"	55968.3333333333	54345.6666666667	70468.3333333333	27996	18054.3333333333	35172.5
"DYH10_HUMAN"	"HUMAN"	9364.33333333333	7620	14511.3333333333	1956	6154.66666666667	11526.3333333333
"DYH11_HUMAN"	"HUMAN"	14584	14994	21693.3333333333	14696.3333333333	12840.3333333333	14827
"DYH12_HUMAN"	"HUMAN"	13046.6666666667	12133.3333333333	11543.3333333333	8648	9161	6268.66666666667
"DYH14_HUMAN"	"HUMAN"	83811	82977.6666666667	91555.6666666667	NA	NA	NA
"DYH17_HUMAN"	"HUMAN"	9910	6084	15342.5	46129	44691	49464.3333333333
"DYH2_HUMAN"	"HUMAN"	36858.6666666667	33596	42603	NA	NA	NA
"DYH3_HUMAN"	"HUMAN"	145585	139969.666666667	165640	281539	185559.666666667	311787
"DYH5_HUMAN"	"HUMAN"	482866.666666667	625738.5	499463	353921	316911.333333333	338411
"DYH6_HUMAN"	"HUMAN"	23172	23713	20603.5	6697.33333333333	6950.33333333333	6168
"DYH7_HUMAN"	"HUMAN"	4775.66666666667	9271	3940	NA	NA	NA
"DYH8_HUMAN"	"HUMAN"	19838.6666666667	36807.6666666667	14193	46069	37099	14470.6666666667
"DYH9_HUMAN"	"HUMAN"	10170	8981	4425	NA	26365.5	27314
"DYHC1_HUMAN"	"HUMAN"	157377.333333333	164653	165198.333333333	131314.666666667	137185.333333333	123976
"DYHC2_HUMAN"	"HUMAN"	16706.6666666667	19417.6666666667	28086.6666666667	15914.3333333333	7628.66666666667	17205.3333333333
"DYN1_HUMAN"	"HUMAN"	NA	NA	NA	NA	24430.5	25914.5
"DYN2_HUMAN"	"HUMAN"	19071.6666666667	36584.3333333333	NA	NA	NA	17562
"DYST_HUMAN"	"HUMAN"	139534	125902.333333333	136446.666666667	70885	129568.666666667	129673
"DZIP3_HUMAN"	"HUMAN"	NA	NA	NA	11047	7951	10705.6666666667
"E4PD_ECOLI"	"ECOLI"	NA	NA	NA	38383.5	27677	32673
"EBP2_HUMAN"	"HUMAN"	77411	80201.5	64787	70058.5	71212	NA
"ECE1_HUMAN"	"HUMAN"	NA	NA	NA	45278.5	42671.5	41504.5
"ECH1_HUMAN"	"HUMAN"	61533.5	76048.5	78797.5	51465.5	28823.6666666667	49017
"ECHA_HUMAN"	"HUMAN"	143620.333333333	149187	191767	124189	122751.666666667	118378.666666667
"ECHD1_HUMAN"	"HUMAN"	43909.5	39465	54431	NA	NA	56046.5
"ECHM_HUMAN"	"HUMAN"	383109.666666667	241022	320406.333333333	238246	248028	250554
"ECI1_HUMAN"	"HUMAN"	194478.333333333	203817	203938.666666667	NA	NA	69042.5
"ECI2_HUMAN"	"HUMAN"	67954	NA	59165.5	50758.6666666667	59285	61407
"ECM29_HUMAN"	"HUMAN"	31882.3333333333	34469.6666666667	30917.3333333333	33818	37307.6666666667	36240.6666666667
"EF1A1_HUMAN"	"HUMAN"	1446023.33333333	1714274.66666667	2075462	1336829	1525428.33333333	1464911.66666667
"EF1A2_HUMAN"	"HUMAN"	207951	180950	141309.5	NA	95192.5	174216
"EF1B_HUMAN"	"HUMAN"	281013	335298	283118.333333333	300123.333333333	519255	489258
"EF1D_HUMAN"	"HUMAN"	581209	802817.5	461705.333333333	510321.333333333	497473.333333333	493984.666666667
"EF1G_HUMAN"	"HUMAN"	272497.666666667	292760.666666667	240338.666666667	306291	275797.333333333	290632.666666667
"EF2_HUMAN"	"HUMAN"	1137618.33333333	1157238.66666667	858559.666666667	1062541	1056886.66666667	1082058
"EFCB6_HUMAN"	"HUMAN"	4812	NA	10260	NA	NA	NA
"EFG_ECOLI"	"ECOLI"	180786.666666667	163304.666666667	143342	1146647.33333333	1046826.33333333	1303635.33333333
"EFGM_HUMAN"	"HUMAN"	50174.6666666667	52612	50563.6666666667	50396.3333333333	56443.6666666667	51429.6666666667
"EFTS_ECOLI"	"ECOLI"	84625.3333333333	78655	104352.5	764424.333333333	548980	653933.666666667
"EFTS_HUMAN"	"HUMAN"	31111.3333333333	23883.5	35965.5	66500	47407.6666666667	68914.5
"EFTU_HUMAN"	"HUMAN"	85944.6666666667	68976.6666666667	35393.5	243846.666666667	100919.333333333	78706
"EFTU1_ECOLI"	"ECOLI"	788340	827473	873640.666666667	2627125.66666667	1639399	1898838
"EGFR_HUMAN"	"HUMAN"	71693	65040.5	71354.6666666667	60075.3333333333	54273.3333333333	66209.3333333333
"EHD2_HUMAN"	"HUMAN"	65231.3333333333	64168.6666666667	62953	NA	45129.5	NA
"EIF3A_HUMAN"	"HUMAN"	140980.666666667	131319	108818	113843	82666.6666666667	122410.666666667
"EIF3B_HUMAN"	"HUMAN"	126373	125072	122440.666666667	37134.3333333333	133217.666666667	96158.3333333333
"EIF3C_HUMAN"	"HUMAN"	34769	33096.3333333333	33755.5	42719	56876	61979.6666666667
"EIF3D_HUMAN"	"HUMAN"	101280.666666667	NA	NA	NA	37638.5	35873
"EIF3E_HUMAN"	"HUMAN"	85966.3333333333	84279.6666666667	91764	83558.6666666667	83957.3333333333	85607.6666666667
"EIF3H_HUMAN"	"HUMAN"	9647.66666666667	13303.6666666667	NA	NA	NA	NA
"EIF3I_HUMAN"	"HUMAN"	68910.5	84194	78616.3333333333	46866.3333333333	47756.6666666667	54383.6666666667
"EIF3J_HUMAN"	"HUMAN"	58538	51754.5	62890.5	67691	64349	69700.6666666667
"EIF3L_HUMAN"	"HUMAN"	122423.333333333	130804.333333333	101392	107167.666666667	124966.333333333	121565.333333333
"EIF3M_HUMAN"	"HUMAN"	63024	57174.6666666667	57994.5	46668.5	50923	47015
"ELAB_ECOLI"	"ECOLI"	NA	NA	NA	645242.666666667	647247.333333333	600238.333333333
"ELAV1_HUMAN"	"HUMAN"	200055	NA	NA	190070.5	186178.5	NA
"ELYS_HUMAN"	"HUMAN"	21364.6666666667	21228.6666666667	NA	NA	NA	18496
"EMD_HUMAN"	"HUMAN"	126891	129626.666666667	159727	58097	52405.5	62531
"ENO_ECOLI"	"ECOLI"	377169.333333333	377827.666666667	377349.666666667	1452706	1600869.33333333	1562270
"ENOA_HUMAN"	"HUMAN"	2064424	1978368.66666667	2427357.66666667	1493927	1666544.33333333	1595048
"ENOB_HUMAN"	"HUMAN"	NA	51564.3333333333	43477.3333333333	60744	51741	NA
"ENPL_HUMAN"	"HUMAN"	749161	691470.666666667	812367	727800.333333333	676873	613470
"EPIPL_HUMAN"	"HUMAN"	417131.666666667	366381	329260.666666667	343222.333333333	367041.333333333	313967
"ERF3A_HUMAN"	"HUMAN"	96174.6666666667	81195	93559.6666666667	102819	106202.666666667	118416.333333333
"ERGI1_HUMAN"	"HUMAN"	193222.5	NA	141276.666666667	NA	NA	NA
"ERH_HUMAN"	"HUMAN"	75879.3333333333	131783.5	116510	89111.6666666667	86406.6666666667	76098
"ERLN2_HUMAN"	"HUMAN"	97732	91944	87156	145724.5	NA	NA
"ERP29_HUMAN"	"HUMAN"	482452.666666667	447698	236525.666666667	424009.333333333	426980	418539.333333333
"ESPL1_HUMAN"	"HUMAN"	71190	75339	54148.3333333333	NA	NA	NA
"ESTD_HUMAN"	"HUMAN"	243317	231703.5	237958	191919.5	200277	178582.5
"ESYT1_HUMAN"	"HUMAN"	89424.6666666667	70357	91721	89716	92006	83447
"ETFA_HUMAN"	"HUMAN"	301476	301899.5	227335	248060.333333333	246346.666666667	245714.666666667
"ETFB_HUMAN"	"HUMAN"	69042.3333333333	86296.5	NA	54653.6666666667	86087.3333333333	26952.5
"EVPL_HUMAN"	"HUMAN"	92178.3333333333	91710.3333333333	115099.333333333	98137	85222	98956.3333333333
"EWS_HUMAN"	"HUMAN"	81403	NA	63886.5	NA	NA	NA
"EXOS2_HUMAN"	"HUMAN"	99072.5	95188.5	92022	58183	90347	95829.5
"EXOS7_HUMAN"	"HUMAN"	43606.5	47159	42441.5	47458.5	42133	45386
"EZRI_HUMAN"	"HUMAN"	218311	365076	227632.333333333	255130	214005	245049.333333333
"F10A1_HUMAN"	"HUMAN"	210161.5	210155.5	214035.5	227077.5	218251	221495
"F120A_HUMAN"	"HUMAN"	20676.6666666667	24862.6666666667	24547.6666666667	15003.3333333333	18877	16475
"F184A_HUMAN"	"HUMAN"	72786.5	72751	70048.5	NA	NA	NA
"F186A_HUMAN"	"HUMAN"	44437.5	42955.5	NA	NA	NA	NA
"F208B_HUMAN"	"HUMAN"	41505.6666666667	NA	57955	27843.6666666667	28945.3333333333	29254.6666666667
"FA49B_HUMAN"	"HUMAN"	36716.6666666667	46905	52504.5	80113.5	66296.5	58466.5
"FA50A_HUMAN"	"HUMAN"	NA	NA	NA	36881.5	35903.5	38685.5
"FABB_ECOLI"	"ECOLI"	NA	NA	NA	152302.5	177767	133413.5
"FABF_ECOLI"	"ECOLI"	NA	NA	NA	48242.3333333333	48318.3333333333	49770.3333333333
"FABG_ECOLI"	"ECOLI"	37136.5	33584.5	38502	516964	434692	506142.333333333
"FAHD1_HUMAN"	"HUMAN"	21817	18244	NA	NA	NA	NA
"FAS_HUMAN"	"HUMAN"	586437	572456.333333333	490923	543547	488978.333333333	547395
"FAT1_HUMAN"	"HUMAN"	61214	83324.5	NA	22244	21724	21712
"FAT3_HUMAN"	"HUMAN"	21047	30040	NA	NA	50147.5	NA
"FAT4_HUMAN"	"HUMAN"	29343	NA	NA	10913	7569.5	6175
"FBRL_HUMAN"	"HUMAN"	77097.5	84105	76453	NA	NA	NA
"FDOG_ECOLI"	"ECOLI"	NA	NA	NA	201013.666666667	203162.333333333	220251.333333333
"FEN1_HUMAN"	"HUMAN"	138076.666666667	115601.333333333	194873.5	NA	NA	60448
"FERM2_HUMAN"	"HUMAN"	86925	112240	94322.6666666667	97462.3333333333	85790	97860.3333333333
"FETP_ECOLI"	"ECOLI"	NA	NA	NA	233742.5	NA	233011.5
"FHL1_HUMAN"	"HUMAN"	51412	49421	44572.3333333333	57975	55263.5	43304.6666666667
"FKB1A_HUMAN"	"HUMAN"	108544	119099.5	94034.5	114615.5	118301	118192
"FKBP4_HUMAN"	"HUMAN"	289781.333333333	291273.333333333	260298.666666667	180181.333333333	235660	225338.333333333
"FKBP9_HUMAN"	"HUMAN"	100482.5	90907.5	92091	63688	73829	69512.3333333333
"FLNA_HUMAN"	"HUMAN"	1235492.66666667	1190553.66666667	1201197	1311428.33333333	1282848.33333333	1363483
"FLNB_HUMAN"	"HUMAN"	557183.666666667	488927	457027	536018	510081.333333333	493464.666666667
"FLNC_HUMAN"	"HUMAN"	NA	NA	NA	26130	NA	27404.5
"FLOT1_HUMAN"	"HUMAN"	NA	39678	14323.5	NA	NA	24540
"FOLR1_HUMAN"	"HUMAN"	879049.333333333	833869	894330.666666667	773435.666666667	794168.333333333	936445
"FRDA_ECOLI"	"ECOLI"	NA	NA	NA	307686.333333333	268036	337204.666666667
"FREM1_HUMAN"	"HUMAN"	NA	NA	NA	NA	14872.5	9727.33333333333
"FRIH_HUMAN"	"HUMAN"	224879.333333333	223201.666666667	173914.333333333	186464	77236.5	97904
"FRYL_HUMAN"	"HUMAN"	8809.33333333333	11531	7903.33333333333	NA	NA	NA
"FSCN1_HUMAN"	"HUMAN"	441588	424778.666666667	416284.333333333	166614.333333333	315648.333333333	285822.666666667
"FSIP2_HUMAN"	"HUMAN"	19960.6666666667	20677.3333333333	50489.3333333333	18598	20961.3333333333	23730.3333333333
"FTO_HUMAN"	"HUMAN"	69802	43503.6666666667	NA	50775.5	42495.5	NA
"FTSH_ECOLI"	"ECOLI"	18218.6666666667	23824.6666666667	33546	248185.666666667	220434	247351.333333333
