id;species
MLRS_HUMAN;HUMAN
MLRV_HUMAN;HUMAN
MLTK_HUMAN;HUMAN
MLXIP_HUMAN;HUMAN
MLXPL_HUMAN;HUMAN
MLX_HUMAN;HUMAN
MMAA_HUMAN;HUMAN
MMAC_HUMAN;HUMAN
MMAB_HUMAN;HUMAN
MMAD_HUMAN;HUMAN
MMEL1_HUMAN;HUMAN
MMGT1_HUMAN;HUMAN
MMP11_HUMAN;HUMAN
MMP10_HUMAN;HUMAN
MMP12_HUMAN;HUMAN
MMP13_HUMAN;HUMAN
MMP14_HUMAN;HUMAN
MMP15_HUMAN;HUMAN
MMP16_HUMAN;HUMAN
MMP17_HUMAN;HUMAN
MMP19_HUMAN;HUMAN
MMP1_HUMAN;HUMAN
MMP21_HUMAN;HUMAN
MMP20_HUMAN;HUMAN
MMP23_HUMAN;HUMAN
MMP24_HUMAN;HUMAN
MMP25_HUMAN;HUMAN
MMP26_HUMAN;HUMAN
MMP27_HUMAN;HUMAN
MMP28_HUMAN;HUMAN
MMP2_HUMAN;HUMAN
MMP3_HUMAN;HUMAN
MMP7_HUMAN;HUMAN
MMP8_HUMAN;HUMAN
MMP9_HUMAN;HUMAN
MMRN1_HUMAN;HUMAN
MMRN2_HUMAN;HUMAN
MMS19_HUMAN;HUMAN
MMS22_HUMAN;HUMAN
MMSA_HUMAN;HUMAN
MMTA2_HUMAN;HUMAN
MN1_HUMAN;HUMAN
MND1_HUMAN;HUMAN
MNDA_HUMAN;HUMAN
MNS1_HUMAN;HUMAN
MNT_HUMAN;HUMAN
MNX1_HUMAN;HUMAN
MO2R2_HUMAN;HUMAN
MO2R1_HUMAN;HUMAN
MO4L1_HUMAN;HUMAN
MO4L2_HUMAN;HUMAN
MOB1A_HUMAN;HUMAN
MOB1B_HUMAN;HUMAN
MOAP1_HUMAN;HUMAN
MOB2_HUMAN;HUMAN
MOB3A_HUMAN;HUMAN
MOB3B_HUMAN;HUMAN
MOB3C_HUMAN;HUMAN
MOBP_HUMAN;HUMAN
MOC2A_HUMAN;HUMAN
MOC2B_HUMAN;HUMAN
MOCOS_HUMAN;HUMAN
MOCS1_HUMAN;HUMAN
MOCS3_HUMAN;HUMAN
MOD5_HUMAN;HUMAN
MOES_HUMAN;HUMAN
MOFA1_HUMAN;HUMAN
MOG1_HUMAN;HUMAN
MOGT1_HUMAN;HUMAN
MOGS_HUMAN;HUMAN
MOGT2_HUMAN;HUMAN
MOGT3_HUMAN;HUMAN
MOG_HUMAN;HUMAN
MOK_HUMAN;HUMAN
MON1A_HUMAN;HUMAN
MON1B_HUMAN;HUMAN
MON2_HUMAN;HUMAN
MORC1_HUMAN;HUMAN
MORC2_HUMAN;HUMAN
MORC4_HUMAN;HUMAN
MORN1_HUMAN;HUMAN
MORN2_HUMAN;HUMAN
MORC3_HUMAN;HUMAN
MORN3_HUMAN;HUMAN
MORN4_HUMAN;HUMAN
MORN5_HUMAN;HUMAN
MOS1_HUMAN;HUMAN
MOSC1_HUMAN;HUMAN
MOSC2_HUMAN;HUMAN
MOST1_HUMAN;HUMAN
MOS_HUMAN;HUMAN
MOT10_HUMAN;HUMAN
MOT11_HUMAN;HUMAN
MOT12_HUMAN;HUMAN
MOT14_HUMAN;HUMAN
MOT13_HUMAN;HUMAN
MOT1_HUMAN;HUMAN
MOT2_HUMAN;HUMAN
MOT3_HUMAN;HUMAN
MOT4_HUMAN;HUMAN
MOT5_HUMAN;HUMAN
MOT6_HUMAN;HUMAN
MOT7_HUMAN;HUMAN
MOT8_HUMAN;HUMAN
MOT9_HUMAN;HUMAN
MOTI_HUMAN;HUMAN
MOV10_HUMAN;HUMAN
MOXD1_HUMAN;HUMAN
MOXD2_HUMAN;HUMAN
MP17L_HUMAN;HUMAN
MP2K1_HUMAN;HUMAN
MP2K2_HUMAN;HUMAN
MP2K3_HUMAN;HUMAN
MP2K4_HUMAN;HUMAN
MP2K5_HUMAN;HUMAN
MP2K6_HUMAN;HUMAN
MP2K7_HUMAN;HUMAN
MP3B2_HUMAN;HUMAN
MPC1L_HUMAN;HUMAN
MPC1_HUMAN;HUMAN
MPC2_HUMAN;HUMAN
MPCP_HUMAN;HUMAN
MPDZ_HUMAN;HUMAN
MPEG1_HUMAN;HUMAN
MPH6_HUMAN;HUMAN
MPIP1_HUMAN;HUMAN
MPIP2_HUMAN;HUMAN
MPIP3_HUMAN;HUMAN
MPI_HUMAN;HUMAN
MPLKI_HUMAN;HUMAN
MPND_HUMAN;HUMAN
MPP10_HUMAN;HUMAN
MPP2_HUMAN;HUMAN
MPP3_HUMAN;HUMAN
MPP4_HUMAN;HUMAN
MPP5_HUMAN;HUMAN
MPP6_HUMAN;HUMAN
MPP7_HUMAN;HUMAN
MPP8_HUMAN;HUMAN
MPP9_HUMAN;HUMAN
MPPA_HUMAN;HUMAN
MPPB_HUMAN;HUMAN
MPPD1_HUMAN;HUMAN
MPPD2_HUMAN;HUMAN
MPPE1_HUMAN;HUMAN
MPRA_HUMAN;HUMAN
MPRB_HUMAN;HUMAN
MPRD_HUMAN;HUMAN
MPRG_HUMAN;HUMAN
MPRIP_HUMAN;HUMAN
MPRI_HUMAN;HUMAN
MPTX_HUMAN;HUMAN
MPU1_HUMAN;HUMAN
MPV17_HUMAN;HUMAN
MPZL1_HUMAN;HUMAN
MPZL2_HUMAN;HUMAN
MPZL3_HUMAN;HUMAN
MR1L1_HUMAN;HUMAN
MRAP2_HUMAN;HUMAN
MRAP_HUMAN;HUMAN
MRAS1_HUMAN;HUMAN
MRC1_HUMAN;HUMAN
MRC2_HUMAN;HUMAN
MRCKA_HUMAN;HUMAN
MRCKB_HUMAN;HUMAN
MRCKG_HUMAN;HUMAN
MRE11_HUMAN;HUMAN
MREG_HUMAN;HUMAN
MRFL_HUMAN;HUMAN
MRF_HUMAN;HUMAN
MRGRD_HUMAN;HUMAN
MRGRE_HUMAN;HUMAN
MRGRF_HUMAN;HUMAN
MRGRG_HUMAN;HUMAN
MRGX1_HUMAN;HUMAN
MRGX2_HUMAN;HUMAN
MRGX3_HUMAN;HUMAN
MRGBP_HUMAN;HUMAN
MRGX4_HUMAN;HUMAN
MRI_HUMAN;HUMAN
MRM1_HUMAN;HUMAN
MRO2A_HUMAN;HUMAN
MRO2B_HUMAN;HUMAN
MROH5_HUMAN;HUMAN
MROH6_HUMAN;HUMAN
MROH7_HUMAN;HUMAN
MROH1_HUMAN;HUMAN
MROH8_HUMAN;HUMAN
MROH9_HUMAN;HUMAN
MRP1_HUMAN;HUMAN
MRP2_HUMAN;HUMAN
MRP3_HUMAN;HUMAN
MRP4_HUMAN;HUMAN
MRP5_HUMAN;HUMAN
MRP6_HUMAN;HUMAN
MRP7_HUMAN;HUMAN
MRP9_HUMAN;HUMAN
MRP_HUMAN;HUMAN
MRRP1_HUMAN;HUMAN
MRRP3_HUMAN;HUMAN
MRS2_HUMAN;HUMAN
MRT4_HUMAN;HUMAN
MRVI1_HUMAN;HUMAN
MS18A_HUMAN;HUMAN
MS18B_HUMAN;HUMAN
MS3L1_HUMAN;HUMAN
MS3L2_HUMAN;HUMAN
MS4A3_HUMAN;HUMAN
MS4A5_HUMAN;HUMAN
MS4A7_HUMAN;HUMAN
MSD1_HUMAN;HUMAN
MSD2_HUMAN;HUMAN
MSD3_HUMAN;HUMAN
MSD4_HUMAN;HUMAN
MSGN1_HUMAN;HUMAN
MSH2_HUMAN;HUMAN
MSH3_HUMAN;HUMAN
MSH4_HUMAN;HUMAN
MSH5_HUMAN;HUMAN
MSH6_HUMAN;HUMAN
MSHR_HUMAN;HUMAN
MSI1H_HUMAN;HUMAN
MSI2H_HUMAN;HUMAN
MSL1_HUMAN;HUMAN
MSL2_HUMAN;HUMAN
MSLN_HUMAN;HUMAN
MSLNL_HUMAN;HUMAN
MSMB_HUMAN;HUMAN
MSMO1_HUMAN;HUMAN
MSMP_HUMAN;HUMAN
MSPD1_HUMAN;HUMAN
MSPD2_HUMAN;HUMAN
MSPD3_HUMAN;HUMAN
MSRA_HUMAN;HUMAN
MSRB1_HUMAN;HUMAN
MSRB2_HUMAN;HUMAN
MSRB3_HUMAN;HUMAN
MSRE_HUMAN;HUMAN
MSS4_HUMAN;HUMAN
MSS51_HUMAN;HUMAN
MST1L_HUMAN;HUMAN
MST4_HUMAN;HUMAN
MSTN1_HUMAN;HUMAN
MSTO1_HUMAN;HUMAN
MSTRO_HUMAN;HUMAN
MSX1_HUMAN;HUMAN
MT1A_HUMAN;HUMAN
MT1B_HUMAN;HUMAN
MT1DP_HUMAN;HUMAN
MT1E_HUMAN;HUMAN
MT1F_HUMAN;HUMAN
MT1G_HUMAN;HUMAN
MT1H_HUMAN;HUMAN
MT1L_HUMAN;HUMAN
MT1M_HUMAN;HUMAN
MT1X_HUMAN;HUMAN
MSX2_HUMAN;HUMAN
MT21A_HUMAN;HUMAN
MT21B_HUMAN;HUMAN
MT21C_HUMAN;HUMAN
MT21D_HUMAN;HUMAN
MT21E_HUMAN;HUMAN
MT2_HUMAN;HUMAN
MT3_HUMAN;HUMAN
MT4_HUMAN;HUMAN
MTA1_HUMAN;HUMAN
MTA2_HUMAN;HUMAN
MTA3_HUMAN;HUMAN
MTA70_HUMAN;HUMAN
MTAP2_HUMAN;HUMAN
MTAP_HUMAN;HUMAN
MTBP_HUMAN;HUMAN
MTCH2_HUMAN;HUMAN
MTCP1_HUMAN;HUMAN
MTCH1_HUMAN;HUMAN
MTD2L_HUMAN;HUMAN
MTDC_HUMAN;HUMAN
MTER1_HUMAN;HUMAN
MTER3_HUMAN;HUMAN
MTER2_HUMAN;HUMAN
MTERF_HUMAN;HUMAN
MTF1_HUMAN;HUMAN
MTF2_HUMAN;HUMAN
MTFP1_HUMAN;HUMAN
MTFR1_HUMAN;HUMAN
MTFR2_HUMAN;HUMAN
MTG16_HUMAN;HUMAN
MTG1_HUMAN;HUMAN
MTG2_HUMAN;HUMAN
MTG8R_HUMAN;HUMAN
MTG8_HUMAN;HUMAN
MTHFS_HUMAN;HUMAN
MTHSD_HUMAN;HUMAN
MTHR_HUMAN;HUMAN
MTL5_HUMAN;HUMAN
MTLR_HUMAN;HUMAN
MTM1_HUMAN;HUMAN
MTMR1_HUMAN;HUMAN
MTMR3_HUMAN;HUMAN
MTMR2_HUMAN;HUMAN
MTMR4_HUMAN;HUMAN
MTMR5_HUMAN;HUMAN
MTMR7_HUMAN;HUMAN
MTMR6_HUMAN;HUMAN
MTMR8_HUMAN;HUMAN
MTMR9_HUMAN;HUMAN
MTMRA_HUMAN;HUMAN
MTMRB_HUMAN;HUMAN
MTMRC_HUMAN;HUMAN
MTMRE_HUMAN;HUMAN
MTMRD_HUMAN;HUMAN
MTNA_HUMAN;HUMAN
MTNB_HUMAN;HUMAN
MTND_HUMAN;HUMAN
MTO1_HUMAN;HUMAN
MTOR_HUMAN;HUMAN
MTPN_HUMAN;HUMAN
MTP_HUMAN;HUMAN
MTR1A_HUMAN;HUMAN
MTR1B_HUMAN;HUMAN
MTR1L_HUMAN;HUMAN
MTRR_HUMAN;HUMAN
MTSSL_HUMAN;HUMAN
MTSS1_HUMAN;HUMAN
MTU1_HUMAN;HUMAN
MTURN_HUMAN;HUMAN
MTUS1_HUMAN;HUMAN
MTUS2_HUMAN;HUMAN
MTX1_HUMAN;HUMAN
MTX2_HUMAN;HUMAN
MTX3_HUMAN;HUMAN
MUC12_HUMAN;HUMAN
MUC13_HUMAN;HUMAN
MUC15_HUMAN;HUMAN
MUC16_HUMAN;HUMAN
MUC18_HUMAN;HUMAN
MUC17_HUMAN;HUMAN
MUC19_HUMAN;HUMAN
MUC20_HUMAN;HUMAN
MUC21_HUMAN;HUMAN
MUC22_HUMAN;HUMAN
MUC1_HUMAN;HUMAN
MUC24_HUMAN;HUMAN
MUC2_HUMAN;HUMAN
MUC3A_HUMAN;HUMAN
MUC3B_HUMAN;HUMAN
MUC4_HUMAN;HUMAN
MUC5A_HUMAN;HUMAN
MUC5B_HUMAN;HUMAN
MUC6_HUMAN;HUMAN
MUCB_HUMAN;HUMAN
MUC7_HUMAN;HUMAN
MUCEN_HUMAN;HUMAN
MUCL1_HUMAN;HUMAN
MUM1_HUMAN;HUMAN
MUL1_HUMAN;HUMAN
MUML1_HUMAN;HUMAN
MURC_HUMAN;HUMAN
MUS81_HUMAN;HUMAN
MUSC_HUMAN;HUMAN
MUSK_HUMAN;HUMAN
MUT7B_HUMAN;HUMAN
MUT7_HUMAN;HUMAN
MUTA_HUMAN;HUMAN
MUTYH_HUMAN;HUMAN
MVD1_HUMAN;HUMAN
MVP_HUMAN;HUMAN
MX1_HUMAN;HUMAN
MX2_HUMAN;HUMAN
MXI1_HUMAN;HUMAN
MXRA5_HUMAN;HUMAN
MXRA7_HUMAN;HUMAN
MXRA8_HUMAN;HUMAN
MY15B_HUMAN;HUMAN
MY18B_HUMAN;HUMAN
MY18A_HUMAN;HUMAN
MYADM_HUMAN;HUMAN
MYBA_HUMAN;HUMAN
MYBB_HUMAN;HUMAN
MYBPH_HUMAN;HUMAN
MYBPP_HUMAN;HUMAN
MYB_HUMAN;HUMAN
MYCB2_HUMAN;HUMAN
MYCBP_HUMAN;HUMAN
MYCL_HUMAN;HUMAN
MYCN_HUMAN;HUMAN
MYCD_HUMAN;HUMAN
MYCP1_HUMAN;HUMAN
MYCPP_HUMAN;HUMAN
MYCT1_HUMAN;HUMAN
MYCT_HUMAN;HUMAN
MYC_HUMAN;HUMAN
MYD88_HUMAN;HUMAN
MYEOV_HUMAN;HUMAN
MYEF2_HUMAN;HUMAN
MYF5_HUMAN;HUMAN
MYF6_HUMAN;HUMAN
MYG1_HUMAN;HUMAN
MYG_HUMAN;HUMAN
MYH10_HUMAN;HUMAN
MYH11_HUMAN;HUMAN
MYH13_HUMAN;HUMAN
MYH15_HUMAN;HUMAN
MYH14_HUMAN;HUMAN
MYH1_HUMAN;HUMAN
MYH2_HUMAN;HUMAN
MYH4_HUMAN;HUMAN
MYH3_HUMAN;HUMAN
MYH7B_HUMAN;HUMAN
MYH6_HUMAN;HUMAN
MYH7_HUMAN;HUMAN
MYH8_HUMAN;HUMAN
MYL10_HUMAN;HUMAN
MYL1_HUMAN;HUMAN
MYH9_HUMAN;HUMAN
MYL3_HUMAN;HUMAN
MYL4_HUMAN;HUMAN
MYL5_HUMAN;HUMAN
MYL6B_HUMAN;HUMAN
MYL6_HUMAN;HUMAN
MYL9_HUMAN;HUMAN
MYLIP_HUMAN;HUMAN
MYLK2_HUMAN;HUMAN
MYLK3_HUMAN;HUMAN
MYLK4_HUMAN;HUMAN
MYLK_HUMAN;HUMAN
MYNN_HUMAN;HUMAN
MYO10_HUMAN;HUMAN
MYO15_HUMAN;HUMAN
MYO19_HUMAN;HUMAN
MYO16_HUMAN;HUMAN
MYO1B_HUMAN;HUMAN
MYO1A_HUMAN;HUMAN
MYO1C_HUMAN;HUMAN
MYO1D_HUMAN;HUMAN
MYO1F_HUMAN;HUMAN
MYO1E_HUMAN;HUMAN
MYO1G_HUMAN;HUMAN
MYO1H_HUMAN;HUMAN
MYO3A_HUMAN;HUMAN
MYO3B_HUMAN;HUMAN
MYO5B_HUMAN;HUMAN
MYO5A_HUMAN;HUMAN
MYO5C_HUMAN;HUMAN
MYO6_HUMAN;HUMAN
MYO7B_HUMAN;HUMAN
MYO7A_HUMAN;HUMAN
MYO9A_HUMAN;HUMAN
MYO9B_HUMAN;HUMAN
MYOC_HUMAN;HUMAN
MYOD1_HUMAN;HUMAN
MYOF_HUMAN;HUMAN
MYOG_HUMAN;HUMAN
MYOM1_HUMAN;HUMAN
MYOM2_HUMAN;HUMAN
MYOM3_HUMAN;HUMAN
MYOME_HUMAN;HUMAN
MYOV2_HUMAN;HUMAN
MYOZ1_HUMAN;HUMAN
MYOTI_HUMAN;HUMAN
MYOZ2_HUMAN;HUMAN
MYOZ3_HUMAN;HUMAN
MYP2_HUMAN;HUMAN
MYP0_HUMAN;HUMAN
MYPC2_HUMAN;HUMAN
MYPC1_HUMAN;HUMAN
MYPC3_HUMAN;HUMAN
MYPN_HUMAN;HUMAN
MYPOP_HUMAN;HUMAN
MYPR_HUMAN;HUMAN
MYPT1_HUMAN;HUMAN
MYPT2_HUMAN;HUMAN
MYRIP_HUMAN;HUMAN
MYSM1_HUMAN;HUMAN
MYT1L_HUMAN;HUMAN
MYT1_HUMAN;HUMAN
MYZAP_HUMAN;HUMAN
MZB1_HUMAN;HUMAN
MZF1_HUMAN;HUMAN
MZT1_HUMAN;HUMAN
MZT2A_HUMAN;HUMAN
MZT2B_HUMAN;HUMAN
N2DL1_HUMAN;HUMAN
N2DL2_HUMAN;HUMAN
N2DL3_HUMAN;HUMAN
N2DL4_HUMAN;HUMAN
N42L1_HUMAN;HUMAN
N42L2_HUMAN;HUMAN
N4BP1_HUMAN;HUMAN
N4BP3_HUMAN;HUMAN
N4BP2_HUMAN;HUMAN
N62CL_HUMAN;HUMAN
N6MT2_HUMAN;HUMAN
NAA10_HUMAN;HUMAN
NAA11_HUMAN;HUMAN
NAA15_HUMAN;HUMAN
NAA16_HUMAN;HUMAN
NAA20_HUMAN;HUMAN
NAA25_HUMAN;HUMAN
NAA30_HUMAN;HUMAN
NAA35_HUMAN;HUMAN
NAA38_HUMAN;HUMAN
NAA40_HUMAN;HUMAN
NAA50_HUMAN;HUMAN
NAA60_HUMAN;HUMAN
NAAA_HUMAN;HUMAN
NAB1_HUMAN;HUMAN
NAB2_HUMAN;HUMAN
NAC1_HUMAN;HUMAN
NAC2_HUMAN;HUMAN
NAC3_HUMAN;HUMAN
NACA2_HUMAN;HUMAN
NACAD_HUMAN;HUMAN
NACA_HUMAN;HUMAN
NACC1_HUMAN;HUMAN
NACC2_HUMAN;HUMAN
NACP1_HUMAN;HUMAN
NADAP_HUMAN;HUMAN
NADC_HUMAN;HUMAN
NADE_HUMAN;HUMAN
NADL2_HUMAN;HUMAN
NADK_HUMAN;HUMAN
NAF1_HUMAN;HUMAN
NAGAB_HUMAN;HUMAN
NAGA_HUMAN;HUMAN
NAGK_HUMAN;HUMAN
NAGPA_HUMAN;HUMAN
NAGS_HUMAN;HUMAN
NAGT1_HUMAN;HUMAN
NAIF1_HUMAN;HUMAN
NAKD2_HUMAN;HUMAN
NAL11_HUMAN;HUMAN
NAL13_HUMAN;HUMAN
NAL10_HUMAN;HUMAN
NAL14_HUMAN;HUMAN
NAL12_HUMAN;HUMAN
NALCN_HUMAN;HUMAN
NALDL_HUMAN;HUMAN
NALD2_HUMAN;HUMAN
NALP2_HUMAN;HUMAN
NALP1_HUMAN;HUMAN
NALP4_HUMAN;HUMAN
NALP3_HUMAN;HUMAN
NALP5_HUMAN;HUMAN
NALP6_HUMAN;HUMAN
NALP7_HUMAN;HUMAN
NALP8_HUMAN;HUMAN
NALP9_HUMAN;HUMAN
NAMPT_HUMAN;HUMAN
NANG2_HUMAN;HUMAN
NANGN_HUMAN;HUMAN
NANO1_HUMAN;HUMAN
NANO2_HUMAN;HUMAN
NANOG_HUMAN;HUMAN
NANP8_HUMAN;HUMAN
NANP_HUMAN;HUMAN
NANO3_HUMAN;HUMAN
NAP1_HUMAN;HUMAN
NAPEP_HUMAN;HUMAN
NAPSA_HUMAN;HUMAN
NAR1_HUMAN;HUMAN
NAR3_HUMAN;HUMAN
NAR5_HUMAN;HUMAN
NAR4_HUMAN;HUMAN
NARFL_HUMAN;HUMAN
NARF_HUMAN;HUMAN
NARG2_HUMAN;HUMAN
NARR_HUMAN;HUMAN
NASP_HUMAN;HUMAN
NAT10_HUMAN;HUMAN
NAT14_HUMAN;HUMAN
NAT16_HUMAN;HUMAN
NAT6_HUMAN;HUMAN
NAT8B_HUMAN;HUMAN
NAT8_HUMAN;HUMAN
NAT8L_HUMAN;HUMAN
NAT9_HUMAN;HUMAN
NAV1_HUMAN;HUMAN
NAV3_HUMAN;HUMAN
NAV2_HUMAN;HUMAN
NB5R1_HUMAN;HUMAN
NB5R2_HUMAN;HUMAN
NB5R3_HUMAN;HUMAN
NB5R4_HUMAN;HUMAN
NB5R5_HUMAN;HUMAN
NBAS_HUMAN;HUMAN
NBEA_HUMAN;HUMAN
NBEL1_HUMAN;HUMAN
NBEL2_HUMAN;HUMAN
NBL1_HUMAN;HUMAN
NBN_HUMAN;HUMAN
NBP6L_HUMAN;HUMAN
NBPF1_HUMAN;HUMAN
NBPF3_HUMAN;HUMAN
NBPF4_HUMAN;HUMAN
NBPF5_HUMAN;HUMAN
NBPF6_HUMAN;HUMAN
NBPF7_HUMAN;HUMAN
NBPF8_HUMAN;HUMAN
NBPF9_HUMAN;HUMAN
NBPFA_HUMAN;HUMAN
NBPFB_HUMAN;HUMAN
NBPFC_HUMAN;HUMAN
NBPFF_HUMAN;HUMAN
NBPFG_HUMAN;HUMAN
NBPFK_HUMAN;HUMAN
NBPFE_HUMAN;HUMAN
NBPFL_HUMAN;HUMAN
NBPFN_HUMAN;HUMAN
NBR2_HUMAN;HUMAN
NBR1_HUMAN;HUMAN
NC2A_HUMAN;HUMAN
NC2B_HUMAN;HUMAN
NC301_HUMAN;HUMAN
NC336_HUMAN;HUMAN
NCALD_HUMAN;HUMAN
NCAM1_HUMAN;HUMAN
NCAM2_HUMAN;HUMAN
NCAN_HUMAN;HUMAN
NCB2L_HUMAN;HUMAN
NCBP1_HUMAN;HUMAN
NCBP2_HUMAN;HUMAN
NCDN_HUMAN;HUMAN
NCEH1_HUMAN;HUMAN
NCF1B_HUMAN;HUMAN
NCF1C_HUMAN;HUMAN
NCF2_HUMAN;HUMAN
NCF4_HUMAN;HUMAN
NCF1_HUMAN;HUMAN
NCK5L_HUMAN;HUMAN
NCK2_HUMAN;HUMAN
NCK1_HUMAN;HUMAN
NCKP5_HUMAN;HUMAN
NCKP1_HUMAN;HUMAN
NCKX1_HUMAN;HUMAN
NCKX3_HUMAN;HUMAN
NCKX2_HUMAN;HUMAN
NCKPL_HUMAN;HUMAN
NCKX4_HUMAN;HUMAN
NCKX5_HUMAN;HUMAN
NCKX6_HUMAN;HUMAN
NCLN_HUMAN;HUMAN
NCMAP_HUMAN;HUMAN
NCOA2_HUMAN;HUMAN
NCOA1_HUMAN;HUMAN
NCOA3_HUMAN;HUMAN
NCOA5_HUMAN;HUMAN
NCOA4_HUMAN;HUMAN
NCOA6_HUMAN;HUMAN
NCOA7_HUMAN;HUMAN
NCOAT_HUMAN;HUMAN
NCOR1_HUMAN;HUMAN
NCOR2_HUMAN;HUMAN
NCPR_HUMAN;HUMAN
NCS1_HUMAN;HUMAN
NCTR2_HUMAN;HUMAN
NCTR1_HUMAN;HUMAN
NCTR3_HUMAN;HUMAN
NCUG1_HUMAN;HUMAN
NCYM_HUMAN;HUMAN
NDC1_HUMAN;HUMAN
NDC80_HUMAN;HUMAN
NDE1_HUMAN;HUMAN
NDEL1_HUMAN;HUMAN
NDF1_HUMAN;HUMAN
NDF2_HUMAN;HUMAN
NDF4_HUMAN;HUMAN
NDF6_HUMAN;HUMAN
NDK3_HUMAN;HUMAN
NDK5_HUMAN;HUMAN
NDK6_HUMAN;HUMAN
NDK7_HUMAN;HUMAN
NDK8_HUMAN;HUMAN
NDKA_HUMAN;HUMAN
NDKB_HUMAN;HUMAN
NDKM_HUMAN;HUMAN
NDNF_HUMAN;HUMAN
NDOR1_HUMAN;HUMAN
NDP_HUMAN;HUMAN
NDRG1_HUMAN;HUMAN
NDRG2_HUMAN;HUMAN
NDRG3_HUMAN;HUMAN
NDRG4_HUMAN;HUMAN
NDST1_HUMAN;HUMAN
NDST2_HUMAN;HUMAN
NDST3_HUMAN;HUMAN
NDST4_HUMAN;HUMAN
NDUA1_HUMAN;HUMAN
NDUA2_HUMAN;HUMAN
NDUA3_HUMAN;HUMAN
NDUA4_HUMAN;HUMAN
NDUA5_HUMAN;HUMAN
NDUA6_HUMAN;HUMAN
NDUA7_HUMAN;HUMAN
NDUA8_HUMAN;HUMAN
NDUA9_HUMAN;HUMAN
NDUAA_HUMAN;HUMAN
NDUAB_HUMAN;HUMAN
NDUAC_HUMAN;HUMAN
NDUAD_HUMAN;HUMAN
NDUB1_HUMAN;HUMAN
NDUB2_HUMAN;HUMAN
NDUB3_HUMAN;HUMAN
NDUB4_HUMAN;HUMAN
NDUB5_HUMAN;HUMAN
NDUB6_HUMAN;HUMAN
NDUB7_HUMAN;HUMAN
NDUB8_HUMAN;HUMAN
NDUB9_HUMAN;HUMAN
NDUBA_HUMAN;HUMAN
NDUBB_HUMAN;HUMAN
NDUC1_HUMAN;HUMAN
NDUC2_HUMAN;HUMAN
NDUCR_HUMAN;HUMAN
NDUF3_HUMAN;HUMAN
NDUF4_HUMAN;HUMAN
NDUF5_HUMAN;HUMAN
NDUF6_HUMAN;HUMAN
NDUF7_HUMAN;HUMAN
NDUS1_HUMAN;HUMAN
NDUS2_HUMAN;HUMAN
NDUS3_HUMAN;HUMAN
NDUS4_HUMAN;HUMAN
NDUS5_HUMAN;HUMAN
NDUS6_HUMAN;HUMAN
NDUS7_HUMAN;HUMAN
NDUS8_HUMAN;HUMAN
NDUV1_HUMAN;HUMAN
NDUV2_HUMAN;HUMAN
NDUV3_HUMAN;HUMAN
NEAS1_HUMAN;HUMAN
NEB1_HUMAN;HUMAN
NEB2_HUMAN;HUMAN
NEBL_HUMAN;HUMAN
NEBU_HUMAN;HUMAN
NEC1_HUMAN;HUMAN
NEC2_HUMAN;HUMAN
NECA1_HUMAN;HUMAN
NECA2_HUMAN;HUMAN
NECA3_HUMAN;HUMAN
NECP1_HUMAN;HUMAN
NECD_HUMAN;HUMAN
NECP2_HUMAN;HUMAN
NEDD1_HUMAN;HUMAN
NED4L_HUMAN;HUMAN
NEDD4_HUMAN;HUMAN
NEDD8_HUMAN;HUMAN
NEGR1_HUMAN;HUMAN
NEIL2_HUMAN;HUMAN
NEIL1_HUMAN;HUMAN
NEIL3_HUMAN;HUMAN
NEK11_HUMAN;HUMAN
NEK10_HUMAN;HUMAN
NEK1_HUMAN;HUMAN
NEK2_HUMAN;HUMAN
NEK3_HUMAN;HUMAN
NEK4_HUMAN;HUMAN
NEK5_HUMAN;HUMAN
NEK6_HUMAN;HUMAN
NEK7_HUMAN;HUMAN
NEK9_HUMAN;HUMAN
NEK8_HUMAN;HUMAN
NELFA_HUMAN;HUMAN
NELFD_HUMAN;HUMAN
NELFB_HUMAN;HUMAN
NELL1_HUMAN;HUMAN
NELFE_HUMAN;HUMAN
NELL2_HUMAN;HUMAN
NEMF_HUMAN;HUMAN
NEMO_HUMAN;HUMAN
NENF_HUMAN;HUMAN
NEO1_HUMAN;HUMAN
NEP1_HUMAN;HUMAN
NEPR1_HUMAN;HUMAN
NEP_HUMAN;HUMAN
NEST_HUMAN;HUMAN
NET1_HUMAN;HUMAN
NET3_HUMAN;HUMAN
NET4_HUMAN;HUMAN
NET5_HUMAN;HUMAN
NETO2_HUMAN;HUMAN
NETR_HUMAN;HUMAN
NETO1_HUMAN;HUMAN
NEU1B_HUMAN;HUMAN
NEU1A_HUMAN;HUMAN
NEU1_HUMAN;HUMAN
NEU2_HUMAN;HUMAN
NEUA_HUMAN;HUMAN
NEUFC_HUMAN;HUMAN
NEUG_HUMAN;HUMAN
NEUL2_HUMAN;HUMAN
NEUL3_HUMAN;HUMAN
NEUL4_HUMAN;HUMAN
NEUL_HUMAN;HUMAN
NEUM_HUMAN;HUMAN
NEUR1_HUMAN;HUMAN
NEUR2_HUMAN;HUMAN
NEUR3_HUMAN;HUMAN
NEUR4_HUMAN;HUMAN
NEUS_HUMAN;HUMAN
NEUT_HUMAN;HUMAN
NEXN_HUMAN;HUMAN
NF2IP_HUMAN;HUMAN
NF1_HUMAN;HUMAN
NF2L1_HUMAN;HUMAN
NF2L3_HUMAN;HUMAN
